n:conj:n	yx	X=friend	Y=companion	phrases=friend and companion 
n:nsubj:v<-hold->v:dobj:n->barracks->n:nn:n	yx	X=force	Y=guard	phrases=forces still hold the presidential guard 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=time	phrases=period of time 
n:dobj:v<-extend<-v:advcl:v<-sign->v:dobj:n	yx	X=status	Y=order	phrases=status last year , Clinton signed a presidential order 
n:conj:n	yx	X=role	Y=place	phrases=role and place 
n:prep:IN->of->IN:pobj:n->caucus->n:nn:n	yx	X=meeting	Y=Congress	phrases=meeting of his African National Congress 
n:prep:IN->of->IN:pobj:n	yx	X=meeting	Y=caucus	phrases=meeting of his African National Congress -LRB- ANC -RRB- parliamentary caucus 
n:dobj:v<-base->v:prep:IN->on->IN:pobj:n	yx	X=victory	Y=win	phrases=victories on time trial wins 
n:nn:n	yx	X=training	Y=exercise	phrases=training exercise 
n:nsubj:v<-report->v:ccomp:v->die->v:nsubj:n	yx	X=group	Y=people	phrases=groups report more than six thousand people 
n:conj:n	yx	X=food	Y=water	phrases=food and water 
n:nsubjpass:v<-displace->v:prep:IN->within->IN:pobj:n	yx	X=people	Y=country	phrases=people were displaced within their own countries 
n:prep:IN->like->IN:pobj:n->counterfoil->n:nn:n	yx	X=document	Y=ballot	phrases=documents like ballot 
n:prep:IN->like->IN:pobj:n->counterfoil->n:conj:n	yx	X=document	Y=form	phrases=documents like ballot paper counterfoils and original forms 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of the southern military base 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of the southern air base 
n:nsubj:v<-imply->v:ccomp:v->cut->v:dobj:n	yx	X=statement	Y=link	phrases=statement implied that it would cut links 
n:dobj:v<-win->v:prep:IN->with->IN:pobj:n	yx	X=jump	Y=leap	phrases=jump at the New York Games athletics meeting Sunday with a leap 
n:conj:n	yx	X=jump	Y=hurdle	phrases=jump and hurdles 
n:nsubj:v<-fight->v:dobj:n	yx	X=force	Y=troops	phrases=Forces loyal to Saleh , who became president of united Yemen , have been fighting Baid 's troops 
n:dobj:v<-tell->v:advcl:v->contrast->v:dobj:n	yx	X=story	Y=life	phrases=story of three generations of a family living through the Cultural Revolution , while the Russian director 's movie contrasts an idyllic family life 
n:prep:IN->at->IN:pobj:n	yx	X=service	Y=Church	phrases=service at the Roman Catholic Church 
n:nn:n	yx	X=burning	Y=flame	phrases=burning flame 
n:nsubj:v<-consist->v:prep:IN->of->IN:pobj:n	yx	X=device	Y=sensor	phrases=device , which could mean an end to the relative safety of a hidden sniper or assassin , consists of a sensor 
n:nsubj:v<-increase->v:prep:IN->from->IN:pobj:n	yx	X=force	Y=troops	phrases=force increased from its current 400-odd troops 
n:nsubj:v<-report->v:ccomp:v->die->v:nsubj:n	yx	X=group	Y=people	phrases=groups report more than six thousand people 
n:prep:IN->of->IN:pobj:n	yx	X=part	Y=world	phrases=part of the world 
n:prep:v->include->v:pobj:n	yx	X=building	Y=center	phrases=buildings , including the main broadcasting center 
n:nsubj:v<-be->v:conj:JJ->normal->JJ:nsubj:n	yx	X=state	Y=situation	phrases=state of alert in Crimea and that the situation 
n:appos:n	yx	X=metre	Y=foot	phrases=metres -LRB- 100 feet 
n:rcmod:v->end->v:advcl:v->slam->v:nsubj:n	yx	X=spin	Y=side	phrases=spin that ended when the car 's left side 
n:nsubj:v<-report->v:ccomp:v->die->v:nsubj:n	yx	X=group	Y=people	phrases=groups report more than six thousand people 
n:partmod:v->imply->v:ccomp:v->sever->v:dobj:n	yx	X=statement	Y=link	phrases=statement implying that it would sever links 
n:conj:n	yx	X=food	Y=water	phrases=food and water 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of a strategic military base 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of a strategic military base 
n:nsubjpass:v<-call->v:dep:n->rest->n:dep:n	yx	X=company	Y=Ltd.	phrases=company will be called Swire Zhengzhou BC Foods Co. . Ltd. 
n:nn:n	yx	X=television	Y=Cable	phrases=television broadcaster Wharf Cable 
n:conj:n	yx	X=entertainment	Y=show	phrases=entertainment , drama and talk shows 
n:conj:n<-environment->n:conj:n	yx	X=business	Y=trade	phrases=business , trade 
n:dep:n	yx	X=company	Y=Ltd.	phrases=company Japan-based Kumagai Gumi Co. . Ltd. 
n:prep:IN->in->IN:pobj:n	yx	X=share	Y=interest	phrases=shares in its Hong Kong interests 
n:dobj:v<-sell->v:partmod:v->reduce->v:dobj:n	yx	X=share	Y=stake	phrases=shares in its Hong Kong interests , reducing its stake 
n:nsubj:JJ<-capable->JJ:advcl:v->consider->v:xcomp:n	yx	X=earthquake	Y=tremor	phrases=Earthquakes of magnitude six on the Richter scale are capable of causing severe damage in a populated area , while one registering seven is considered a major tremor 
n:nsubjpass:v<-find->v:conj:v->discover->v:nsubjpass:n	yx	X=body	Y=remains	phrases=body of 20-year-old German Simone Schmidl was found on November 1 , 1993 and the remains 
n:pobj:IN<-over<-IN:prep:v<-rise->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control Monday of a strategic military base 
n:conj:n	yx	X=actor	Y=actress	phrases=actor and best actress 
n:dobj:v<-receive->v:parataxis:v->award->v:dobj:n	yx	X=award	Y=prize	phrases=award here : the Ecumenical jury awarded its annual prize 
n:nsubj:n	yx	X=project	Y=venture	phrases=project was the fifth GSM venture 
n:conj:n	yx	X=paper	Y=tissue	phrases=paper , tissues 
n:nsubj:v<-rise->v:advcl:v->increase->v:nsubj:n	yx	X=earnings	Y=dividend	phrases=Earnings per share rose to 31.3 pence from 23.1 pence , while the dividend 
n:infmod:v->restore->v:dobj:n->constitution->n:appos:n	yx	X=decision	Y=move	phrases=decision by the Crimean parliament to restore a 1992 constitution , a move 
n:prep:IN->of->IN:pobj:n	yx	X=state	Y=readiness	phrases=state of combat readiness 
n:conj:n	yx	X=marketing	Y=sale	phrases=marketing , sales 
n:nsubj:v<-have->v:dobj:n	yx	X=company	Y=subsidiary	phrases=company already has several subsidiaries 
n:partmod:v->imply->v:ccomp:n	yx	X=remark	Y=ploy	phrases=remarks implying the autonomy agreement was a ploy 
n:prep:IN->by->IN:pobj:n	yx	X=war	Y=jihad	phrases=war by jihad 
n:prep:IN->of->IN:pobj:n	yx	X=increase	Y=hike	phrases=increase of 63 percent hike 
n:nn:n	yx	X=news	Y=report	phrases=news reports 
n:rcmod:v->celebrate->v:dobj:n	yx	X=day	Y=anniversary	phrases=day Yemenis might have been celebrating the fourth anniversary 
n:dobj:v<-open->v:prep:IN->for->IN:pobj:n	yx	X=way	Y=signature	phrases=way for the signature 
n:appos:n	yx	X=company	Y=Ltd.	phrases=company , NEC-CAS Software Laboratories Ltd. 
n:prep:IN->by->IN:pobj:n	yx	X=war	Y=jihad	phrases=war by jihad 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control Monday of a key southern military base 
n:partmod:v->imply->v:ccomp:v->sever->v:dobj:n	yx	X=statement	Y=link	phrases=statement implying that it would sever links 
n:nn:n	yx	X=production	Y=output	phrases=production output 
n:pobj:IN<-of<-IN:prep:n<-exploitation->n:conj:n	yx	X=point	Y=advantage	phrases=points and competitive advantages 
n:dobj:v<-employ->v:prep:IN->throughout->IN:pobj:n	yx	X=people	Y=world	phrases=people throughout the world 
n:nn:n<-militia->n:nn:n	yx	X=Moslem	Y=Shiite	phrases=Moslem Shiite 
n:prep:IN->of->IN:pobj:n	yx	X=site	Y=monument	phrases=site of the world 's greatest monument 
n:nn:n	yx	X=business	Y=house	phrases=business house 
n:pobj:IN<-for<-IN:prep:n<-figure->n:dep:n	yx	X=period	Y=year	phrases=period last year 
n:poss:n	yx	X=person	Y=life	phrases=person 's life 
n:prep:IN->in->IN:pobj:n->system->n:nn:n	yx	X=choice	Y=ballot	phrases=choice in a controversial `` open ballot 
n:prep:IN->by->IN:pobj:n	yx	X=war	Y=jihad	phrases=war by jihad 
n:nn:n<-Barak->n:nn:n	yx	X=chief	Y=General	phrases=chief of staff General 
n:poss:n	yx	X=man	Y=world	phrases=men 's world 
n:nsubjpass:v<-contest->v:nsubjpass:n	yx	X=post	Y=presidency	phrases=post , the presidency 
n:nsubj:v<-list->v:dobj:n	yx	X=region	Y=country	phrases=region . Also lists IWC member countries 
n:nsubj:JJ<-capable->JJ:advcl:v->consider->v:xcomp:n	yx	X=earthquake	Y=tremor	phrases=Earthquakes of magnitude six on the Richter scale are capable of causing severe damage in a populated area , while one registering seven is considered a major tremor 
n:infmod:v->restore->v:dobj:n->constitution->n:appos:n	yx	X=decision	Y=move	phrases=decision by the Crimean parliament to restore a 1992 constitution , a move 
n:nn:n	yx	X=newspaper	Y=Daily	phrases=newspaper the Workers ' Daily 
n:rcmod:v->include->v:nsubj:n	yx	X=company	Y=subsidiary	phrases=company , whose subsidiaries 
n:dobj:v<-employ->v:prep:IN->throughout->IN:pobj:n	yx	X=people	Y=world	phrases=people throughout the world 
n:pobj:IN<-for<-IN:prep:n<-figure->n:dep:n	yx	X=period	Y=year	phrases=period last year 
n:prep:IN->out->IN:pcomp:IN->across->IN:pobj:n	yx	X=people	Y=country	phrases=people out across the country 
n:rcmod:v->force->v:xcomp:n	yx	X=woman	Y=prostitute	phrases=woman who had forced them to become prostitutes 
n:nn:n	yx	X=news	Y=report	phrases=news reports 
n:prep:IN->of->IN:pobj:n->flight->n:nn:n	yx	X=suspension	Y=relief	phrases=suspension of relief 
n:dep:n	yx	X=departure	Y=withdrawal	phrases=departure of 570 Serbs in the town and also the withdrawal 
n:nn:n	yx	X=state	Y=agency	phrases=state news agency 
n:conj:n	yx	X=role	Y=place	phrases=role and place 
n:nsubj:v<-come->v:advcl:v->hold->v:dobj:n	yx	X=comment	Y=talk	phrases=comments came as Russian Prime Minister Viktor Chernomyrdin held talks 
n:partmod:v->accept->v:dobj:n	yx	X=letter	Y=invitation	phrases=letter from Queen Elizabeth II accepting his invitation 
n:prep:IN->of->IN:pobj:n->day->n:nn:n	yx	X=part	Y=world	phrases=part of this year 's world 
n:dobj:v<-split->v:prep:IN->into->IN:pobj:n	yx	X=region	Y=zone	phrases=region into PUK and KDP zones 
n:prep:IN->of->IN:pobj:n	yx	X=affair	Y=party	phrases=affairs of political parties 
n:dobj:v<-broaden->v:xcomp:v->facilitate->v:dobj:n	yx	X=effort	Y=reform	phrases=effort and policy advice to facilitate Russian reforms 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=month	phrases=period of several months 
n:conj:n	yx	X=meeting	Y=visit	phrases=meetings and visits 
n:nsubj:v<-list->v:dobj:n	yx	X=region	Y=country	phrases=region . Also lists IWC member countries 
n:nsubj:v<-bring->v:dobj:n	yx	X=criticism	Y=reprimand	phrases=criticism brought him a reprimand 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of people 
n:nn:n	yx	X=production	Y=output	phrases=production output 
n:nsubj:n	yx	X=meeting	Y=session	phrases=meeting was their sixth session 
n:prep:IN->of->IN:pobj:n	yx	X=part	Y=game	phrases=part of my game 
n:nsubj:v<-be->v:prep:IN->by->IN:pobj:n	yx	X=selection	Y=vote	phrases=selection had been by popular vote 
n:nn:n	yx	X=protest	Y=demonstration	phrases=protest demonstrations 
n:prep:IN->of->IN:pobj:n	yx	X=figure	Y=unity	phrases=figure of unity 
n:pobj:IN<-on<-IN:prep:v<-lead->v:conj:n	yx	X=part	Y=way	phrases=part , but it was the only way 
n:nn:n	yx	X=news	Y=coverage	phrases=news coverage 
n:dep:n	yx	X=period	Y=year	phrases=periods this year 
n:nsubj:v<-play->v:dobj:n	yx	X=team	Y=defense	phrases=team plays good , strong defense 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 100 feet 
n:prep:IN->for->IN:pobj:n->break->n:nn:n	yx	X=holiday	Y=honeymoon	phrases=holiday for a `` honeymoon 
n:prep:IN->with->IN:pobj:n	yx	X=line	Y=policy	phrases=line with its equal opportunities policy 
n:prep:IN->of->IN:pobj:n	yx	X=meeting	Y=caucus	phrases=meeting of the ANC caucus 
n:prep:IN->in->IN:pobj:n	yx	X=time	Y=day	phrases=time in five days 
n:prep:IN->in->IN:pobj:n	yx	X=argument	Y=case	phrases=arguments in this case 
n:dobj:v<-protect<-v:csubj:n	yx	X=environment	Y=area	phrases=environment is an area 
n:nsubj:v<-take->v:prep:IN->after->IN:pobj:n	yx	X=meeting	Y=appointment	phrases=meeting would take place after the appointment 
n:poss:n	yx	X=state	Y=destruction	phrases=state 's destruction 
n:prep:IN->of->IN:pobj:n	yx	X=country	Y=refuge	phrases=country of refuge 
n:nn:n<-Moretti<-n:nsubj:v<-win->v:dobj:n	yx	X=filmmaker	Y=director	phrases=filmmaker Nanni Moretti won best director 
n:dobj:v<-attack->v:prep:IN->in->IN:pobj:n	yx	X=time	Y=day	phrases=times in the past 12 days 
n:nn:n<-telescope<-n:nsubj:v<-discover->v:ccomp:n	yx	X=space	Y=hole	phrases=space telescope has discovered what may be a black hole 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 100 feet 
n:partmod:v->estimate->v:prep:IN->at->IN:pobj:n	yx	X=period	Y=month	phrases=period estimated at eight to 13 months 
n:dobj:v<-win->v:prep:IN->since->IN:pobj:n	yx	X=match	Y=final	phrases=match for the first time since the 1950 finals 
n:prep:IN->in->IN:pobj:n	yx	X=success	Y=qualifying	phrases=success in South American qualifying 
n:rcmod:v->include->v:dobj:n	yx	X=success	Y=victory	phrases=success in South American qualifying , which included a 5-0 victory 
n:poss:n<-shirt->n:prep:IN->on->IN:pobj:n	yx	X=side	Y=back	phrases=side 's red shirt on his back 
n:dep:n	yx	X=part	Y=basis	phrases=part - time basis 
n:prep:IN->of->IN:pobj:n	yx	X=affair	Y=party	phrases=affairs of political parties 
n:nsubj:n	yx	X=attack	Y=strike	phrases=attack on Sanaa was the first missile strike 
n:prep:IN->of->IN:pobj:n	yx	X=match	Y=final	phrases=match of the 1990 finals 
n:nn:n	yx	X=state	Y=power	phrases=state power 
n:nsubj:v<-have->v:dobj:n	yx	X=operation	Y=support	phrases=operation had the support 
n:nsubj:v<-issue->v:nsubj:n	yx	X=organization	Y=Force	phrases=organization the Ulster Volunteer Force 
n:prep:TO->to->TO:pobj:n	yx	X=reference	Y=target	phrases=reference to numerical targets 
n:nsubj:n	yx	X=attack	Y=strike	phrases=attack on Sanaa was the first missile strike 
n:nn:n	yx	X=production	Y=capacity	phrases=production capacity 
n:nn:n	yx	X=part	Y=base	phrases=parts procurement base 
n:nn:n	yx	X=production	Y=capacity	phrases=production capacity 
n:nn:n	yx	X=news	Y=report	phrases=news reports 
n:conj:n	yx	X=casualty	Y=damage	phrases=casualties or damage 
n:prep:TO->to->TO:pobj:n	yx	X=reference	Y=target	phrases=reference to numerical targets 
n:pobj:IN<-of<-IN:prep:n<-report->n:conj:n	yx	X=casualty	Y=damage	phrases=casualties or damage 
n:pobj:v<-follow<-v:prep:v<-strike->v:nsubj:n	yx	X=quake	Y=tremor	phrases=quakes measuring 4.6 to 5.8 on the Richter scale and 140-odd aftershocks Monday , the latest tremor 
n:nn:n	yx	X=news	Y=report	phrases=news report 
n:prep:TO->to->TO:pobj:n	yx	X=reference	Y=target	phrases=reference to numerical targets 
n:dep:n	yx	X=meter	Y=foot	phrases=meter -LRB- 20 foot 
n:conj:n	yx	X=maker	Y=manufacturer	phrases=maker and the world 's third-largest manufacturer 
n:nsubj:v<-estimate->v:ccomp:v->die->v:nsubj:n	yx	X=group	Y=people	phrases=groups estimate half a million people 
n:dobj:v<-clock->v:prep:IN->on->IN:pobj:n	yx	X=time	Y=day	phrases=times on the first two days 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 34,125 feet 
n:appos:n	yx	X=metre	Y=foot	phrases=metres -LRB- 34,125 feet 
n:partmod:v->know->v:prep:IN->as->IN:pobj:n	yx	X=pilgrimage	Y=Hajj	phrases=pilgrimage , known as the `` Hajj 
n:prep:IN->with->IN:pobj:n	yx	X=relationship	Y=partnership	phrases=relationship with the partnership 
n:prep:IN->within->IN:conj:IN->outside->IN:pobj:n	yx	X=relationship	Y=partnership	phrases=relationship either within or outside the partnership 
n:nn:n	yx	X=chief	Y=secretary	phrases=chief cabinet secretary 
n:nn:n	yx	X=news	Y=report	phrases=news report 
n:conj:n	yx	X=cost	Y=expense	phrases=costs and fixed expenses 
n:nsubj:v<-end->v:tmod:n	yx	X=state	Y=union	phrases=state in south Yemen ending the four year union 
n:rcmod:v->give->v:dobj:n	yx	X=body	Y=shape	phrases=body that will give final shape 
n:conj:n	yx	X=casualty	Y=damage	phrases=casualties and only minor damage 
n:conj:n	yx	X=woman	Y=girl	phrases=women and girls 
n:nsubj:v<-be->v:advcl:v->be->v:nsubj:n	yx	X=earnings	Y=dividend	phrases=Earnings per share were up at 47.7 pence from 43 pence , while the dividend 
n:conj:n	yx	X=illness	Y=disease	phrases=illnesses and diseases 
n:prep:IN->of->IN:pobj:n	yx	X=state	Y=Union	phrases=states of the former Soviet Union 
n:dobj:v<-take->v:conj:v->bombard->v:dobj:n	yx	X=part	Y=position	phrases=part in the one-hour clash and bombarded Wahdat positions 
n:rcmod:v->go->v:prep:IN->into->IN:pobj:n	yx	X=fund	Y=deposit	phrases=funds , which have gone into short-term deposits 
n:conj:n	yx	X=casualty	Y=damage	phrases=casualties or damage 
n:rcmod:v->go->v:prep:IN->into->IN:pobj:n	yx	X=fund	Y=deposit	phrases=funds from Luxembourg , which have gone into short-term deposits 
n:dobj:v<-give->v:purpcl:v->tempt->v:dep:n	yx	X=status	Y=order	phrases=status or veto rights in order 
n:nn:n<-system->n:rcmod:v->ensure->v:dobj:n	yx	X=security	Y=peace	phrases=security system that will ensure peace 
n:conj:n	yx	X=maker	Y=manufacturer	phrases=maker and the world 's third-largest manufacturer 
n:nn:n<-exchange->n:nn:n	yx	X=commodity	Y=future	phrases=commodity futures 
n:conj:n<-buyer<-n:ccomp:v<-say->v:nsubj:n	yx	X=seller	Y=dealer	phrases=sellers and that makes it hard for market makers , '' a dealer 
n:nsubj:v<-have<-v:dep:v<-deplore->v:dobj:n	yx	X=end	Y=death	phrases=end of World War Two have we deplored so many deaths 
n:npadvmod:JJ<-wide->JJ:dep:n	yx	X=meter	Y=foot	phrases=meters wide -LRB- 100 feet 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 16 feet 
n:prep:IN->in->IN:pobj:n	yx	X=publication	Y=magazine	phrases=publication in Wednesday 's Globe-Hebdo magazine 
n:prep:IN->of->IN:pobj:n	yx	X=feeling	Y=gratitude	phrases=feeling of gratitude 
n:conj:n	yx	X=method	Y=technique	phrases=methods of its builders , unsuitable restoration techniques 
n:prep:IN->of->IN:pobj:n	yx	X=principle	Y=conservation	phrases=principle of conservation 
n:conj:n	yx	X=building	Y=observatory	phrases=building , and Ulog Deg 's observatory 
n:rcmod:v->go->v:prep:IN->into->IN:pobj:n	yx	X=fund	Y=deposit	phrases=funds from Luxembourg , which have gone into short-term deposits 
n:prep:IN->in->IN:pobj:n->textile->n:conj:n	yx	X=company	Y=service	phrases=company in industrial textiles , company cleaning and security services 
n:nn:n<-cleaning<-n:conj:n<-textile->n:conj:n	yx	X=company	Y=service	phrases=company cleaning and security services 
n:partmod:v->hope->v:xcomp:v->join->v:dobj:n	yx	X=state	Y=Union	phrases=states hoping to join the European Union 
n:nn:n<-system->n:rcmod:v->ensure->v:dobj:n	yx	X=security	Y=peace	phrases=security system that will ensure peace 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 100 feet 
n:partmod:v->estimate->v:prep:IN->at->IN:pobj:n	yx	X=period	Y=month	phrases=period estimated at eight to 13 months 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of people 
n:nsubj:v<-end->v:xcomp:v->halt->v:dobj:n	yx	X=operation	Y=attack	phrases=operation ended with an understanding between Israel , Lebanon and Syria to halt Hezbollah rocket attacks 
n:nsubj:JJ<-due->JJ:prep:TO->to->TO:pobj:n	yx	X=increase	Y=leap	phrases=increase was due mainly to a 28-percent leap 
n:conj:n	yx	X=clothing	Y=footwear	phrases=clothing and footwear 
n:nn:n<-jump->n:appos:n	yx	X=meter	Y=foot	phrases=meter -LRB- 20 feet 
n:dobj:v<-make->v:prep:IN->on->IN:pobj:n	yx	X=statement	Y=result	phrases=statement later Tuesday on the results 
n:nn:n<-Emirates->n:conj:n->Arabia->n:nn:n	yx	X=Arab	Y=Saudi	phrases=Arab Emirates -LRB- UAE -RRB- and Saudi 
n:nn:n<-system->n:rcmod:v->ensure->v:dobj:n	yx	X=security	Y=peace	phrases=security system that will ensure peace 
n:dobj:v<-make->v:prep:IN->on->IN:pobj:n	yx	X=statement	Y=result	phrases=statement later in the day on the results 
n:nsubj:v<-set->v:prep:IN->on->IN:pobj:n	yx	X=agreement	Y=sale	phrases=agreement signed in late April in Paris however set quotas on Palestinian sales 
n:nsubj:v<-set->v:prep:IN->before->IN:pobj:n	yx	X=agreement	Y=settlement	phrases=agreement signed in late April in Paris however set quotas on Palestinian sales of five products , including tomatoes , cucumbers and eggs , during the five years of self-rule before a final settlement 
n:nn:n	yx	X=protest	Y=demonstration	phrases=protest demonstrations 
n:nsubj:v<-end->v:xcomp:v->halt->v:dobj:n	yx	X=operation	Y=attack	phrases=operation ended with a US-sponsored understanding between Israel , Lebanon and Syria to halt both rocket attacks 
n:conj:n	yx	X=attack	Y=bombing	phrases=attacks on northern Israel and the bombing 
n:nn:n<-militia->n:nn:n	yx	X=Moslem	Y=Shiite	phrases=Moslem Shiite 
n:prep:IN->of->IN:pobj:n->veteran->n:nn:n	yx	X=group	Y=World	phrases=group of World 
n:nsubj:v<-abandon->v:dobj:n	yx	X=state	Y=position	phrases=state `` abandons its extreme positions 
n:nn:n	yx	X=news	Y=report	phrases=news reports 
n:nn:n	yx	X=horse	Y=chestnut	phrases=horse chestnuts 
n:nsubj:v<-take->v:dobj:n->Schumacher->n:appos:n	yx	X=someone	Y=leader	phrases=someone of Mansell 's stature to take on Benetton 's German star Michael Schumacher , the runaway leader 
n:prep:IN->of->IN:pobj:n	yx	X=result	Y=change	phrases=result of the changes 
n:nn:n	yx	X=assistant	Y=secretary	phrases=assistant secretary 
n:conj:n	yx	X=law	Y=rule	phrases=laws and rules 
n:prep:IN->of->IN:pobj:n->Shahak->n:nn:n	yx	X=chief	Y=General	phrases=chief of staff General 
n:conj:n	yx	X=sign	Y=poster	phrases=signs and posters 
n:advcl:v->account->v:nsubj:n	yx	X=affair	Y=party	phrases=affair as the three government parties 
n:ccomp:v->examine->v:dobj:n	yx	X=fact	Y=indicator	phrases=fact that we have examined all indicators 
n:dobj:v<-put->v:prep:IN->at->IN:pobj:n	yx	X=bill	Y=dollar	phrases=bill at 532 million dollars 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of 120 French people 
n:prep:IN->of->IN:pobj:n	yx	X=state	Y=Union	phrases=states of the former Soviet Union 
n:nn:n	yx	X=information	Y=material	phrases=information materials 
n:prep:IN->between->IN:pobj:n->Russia->n:conj:n	yx	X=accord	Y=alliance	phrases=accord of political cooperation between Russia and the western alliance 
n:nsubj:n	yx	X=percentage	Y=way	phrases=percentages for partitioning land was `` a useless way 
n:nsubj:v<-have<-v:dep:v<-deplore->v:dobj:n	yx	X=end	Y=death	phrases=end of World War Two have we deplored so many deaths 
n:prep:IN->of->IN:pobj:n->veteran->n:nn:n	yx	X=group	Y=World	phrases=group of World 
n:nn:n	yx	X=show	Y=program	phrases=show court program 
n:nsubj:v<-end->v:tmod:n	yx	X=state	Y=union	phrases=state in south Yemen ending the four year union 
n:nn:n<-Emirates->n:conj:n->Arabia->n:nn:n	yx	X=Arab	Y=Saudi	phrases=Arab Emirates -LRB- UAE -RRB- and Saudi 
n:prep:IN->of->IN:pobj:n	yx	X=state	Y=Union	phrases=states of the former Soviet Union 
n:prep:IN->of->IN:pobj:n	yx	X=rate	Y=mortality	phrases=rate of infant mortality 
n:pobj:IN<-for<-IN:prep:v<-shell->v:tmod:n	yx	X=day	Y=afternoon	phrases=day in a row Tuesday afternoon 
n:nsubj:v<-add->v:ccomp:v->step->v:nsubj:n	yx	X=agency	Y=army	phrases=agency added the Bosnian army 
n:dobj:v<-get->v:prep:IN->with->IN:pobj:n	yx	X=accord	Y=alliance	phrases=accord with the alliance 
n:nn:n	yx	X=accident	Y=injury	phrases=accident injuries 
n:nn:n<-government->n:prep:v->include->v:pobj:n	yx	X=coalition	Y=Alliance	phrases=coalition government including the neo-Fascist National Alliance 
n:pobj:IN<-of<-IN:prep:n<-promise->n:conj:n	yx	X=discipline	Y=control	phrases=discipline , better control 
n:prep:IN->of->IN:pobj:n	yx	X=people	Y=land	phrases=people of this land 
n:prep:IN->on->IN:pobj:n	yx	X=idea	Y=program	phrases=ideas on the program 
n:rcmod:v->develop->v:nsubj:n	yx	X=area	Y=side	phrases=area where the two sides 
n:appos:n->Shahak->n:nn:n	yx	X=chief	Y=General	phrases=chief of staff , General 
n:prep:IN->like->IN:pobj:n	yx	X=sport	Y=skiing	phrases=sports , like skiing 
n:prep:IN->like->IN:pobj:n->skiing->n:conj:n	yx	X=sport	Y=racing	phrases=sports , like skiing or motor racing 
n:appos:n	yx	X=company	Y=subsidiary	phrases=company -LRB- ACT -RRB- , a subsidiary 
n:prep:IN->on->IN:pobj:n->charge->n:conj:n	yx	X=investigation	Y=search	phrases=investigations on 18 charges , 27 fiscal probes , 19 searches 
n:prep:IN->from->IN:pobj:n->authority->n:nn:n	yx	X=request	Y=appeal	phrases=request from appeal 
n:conj:n->officer->n:prep:IN->of->IN:pobj:n	yx	X=organization	Y=Union	phrases=organizations -LRB- NGOs -RRB- including the United Nations , and officers of the Patriotic Union 
n:dep:v->lead->v:nsubj:n	yx	X=conversation	Y=talk	phrases=conversation that their frank talks 
n:partmod:v->appear->v:prep:IN->in->IN:pobj:n	yx	X=regime	Y=court	phrases=regime , appeared in court 
n:prep:IN->for->IN:pobj:n->rights->n:conj:n	yx	X=group	Y=association	phrases=group for about 40 human rights and pro- democracy associations 
n:conj:n	yx	X=warship	Y=frigate	phrases=warships as well as two frigates 
n:nn:n	yx	X=information	Y=material	phrases=information materials 
n:conj:n	yx	X=control	Y=ownership	phrases=control over 164 ships and Moscow ownership 
n:dep:n<-initiative<-n:conj:n<-eradication->n:conj:n	yx	X=protection	Y=preservation	phrases=protection ; study of global climate changes ; preservation 
n:nn:n<-government->n:prep:v->include->v:pobj:n	yx	X=coalition	Y=Alliance	phrases=coalition government including the neo-Fascist National Alliance 
n:nsubj:v<-step->v:dobj:n	yx	X=force	Y=pressure	phrases=forces were stepping up pressure 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 100 feet 
n:partmod:v->estimate->v:prep:IN->at->IN:pobj:n	yx	X=period	Y=month	phrases=period estimated at eight to 13 months 
n:prep:IN->from->IN:pobj:n->House->n:conj:n	yx	X=official	Y=diplomat	phrases=officials from the White House , international financial institutions and UN diplomats 
n:rcmod:v->develop->v:dobj:n	yx	X=company	Y=service	phrases=company that will develop services 
n:dobj:v<-effect->v:conj:v->put->v:dobj:n	yx	X=state	Y=end	phrases=states and `` put an end 
n:dobj:v<-effect<-v:ccomp:v<-say->v:nsubj:n	yx	X=state	Y=office	phrases=states and `` put an end to pernicious elements '' and identify individuals who have abused authority , the office 
n:rcmod:v->abuse->v:dobj:n	yx	X=individual	Y=authority	phrases=individuals who have abused authority 
n:prep:IN->of->IN:pobj:n->program->n:nn:n	yx	X=broadcast	Y=news	phrases=broadcast of Radio 4 's flagship morning news 
n:nn:n	yx	X=news	Y=coverage	phrases=news and current affairs coverage 
